2020-02-25 12:14:46,5625
2020-02-25 12:15:02,7940
2020-02-25 12:15:05,3575
2020-02-25 12:15:06,2623
2020-02-25 12:15:16,4393
2020-02-25 12:15:18,66169
2020-02-25 12:15:19,4934
2020-02-25 12:15:20,44363
2020-02-25 12:15:21,72988
2020-02-25 12:15:23,5345
2020-02-25 12:15:24,8541
2020-02-25 12:15:27,10934
2020-02-25 12:15:30,11924
2020-02-25 12:15:32,3327
2020-02-25 12:15:33,4213
2020-02-25 12:15:38,636
2020-02-25 12:15:51,25466
2020-02-25 12:15:52,76016
2020-02-25 12:15:54,3219
2020-02-25 12:15:57,1729
2020-02-25 12:15:58,16513
2020-02-25 12:15:59,1036
2020-02-25 12:16:06,6844
2020-02-25 12:16:19,3874
2020-02-25 12:16:23,618
2020-02-25 12:16:24,8796
2020-02-25 12:16:31,4573
2020-02-25 12:16:33,2470
2020-02-25 12:16:47,18548
2020-02-25 12:16:53,11917
2020-02-25 12:17:18,4089
2020-02-25 12:17:19,18894
2020-02-25 12:17:20,20921
2020-02-25 12:17:21,45976
2020-02-25 12:17:22,13739
2020-02-25 12:17:23,12657
2020-02-25 12:17:25,26800
2020-02-25 12:17:27,1462
2020-02-25 12:17:28,7251
2020-02-25 12:17:34,8114
2020-02-25 12:17:35,11953
2020-02-25 12:17:36,33209
2020-02-25 12:17:37,14470
2020-02-25 12:17:38,11495
2020-02-25 12:17:40,6686
2020-02-25 12:17:47,16164
2020-02-25 12:18:25,62123
2020-02-25 12:18:26,16111
2020-02-25 12:18:27,4273
2020-02-25 12:18:30,2608
2020-02-25 12:18:31,634
2020-02-25 12:18:50,48149
2020-02-25 12:18:51,9635
2020-02-25 12:18:53,11212
2020-02-25 12:18:57,811
2020-02-25 12:19:25,9887
2020-02-25 12:19:29,1462
2020-02-25 12:19:34,29082
2020-02-25 12:19:35,4816
2020-02-25 12:19:36,34082
2020-02-25 12:19:37,23225
2020-02-25 12:19:38,12530
2020-02-25 12:19:39,15710
2020-02-25 12:20:06,24844
2020-02-25 12:20:08,29825
2020-02-25 12:20:37,8607
2020-02-25 12:20:38,28652
2020-02-25 12:20:39,20225
2020-02-25 12:20:42,14714
2020-02-25 12:20:43,7390
2020-02-25 12:20:46,11100
2020-02-25 12:20:47,1180
2020-02-25 12:20:52,4227
2020-02-25 12:21:00,2754
2020-02-25 12:21:03,5013
2020-02-25 12:21:04,7112
2020-02-25 12:21:10,1522
2020-02-25 12:21:21,2860
2020-02-25 12:21:27,113316
2020-02-25 12:21:28,19017
2020-02-25 12:21:29,9259
2020-02-25 12:21:50,1108
2020-02-25 12:21:59,5785
2020-02-25 12:22:03,7375
2020-02-25 12:22:05,10228
2020-02-25 12:22:08,4728
2020-02-25 12:22:20,232
2020-02-25 12:22:58,224
2020-02-25 12:23:05,1809
2020-02-25 12:23:50,2262
2020-02-25 12:23:51,4256
2020-02-25 12:24:00,1254
2020-02-25 12:24:01,9573
2020-02-25 12:24:02,7249
2020-02-25 12:24:03,5325
2020-02-25 12:24:04,14481
2020-02-25 12:24:14,78129
2020-02-25 12:24:16,2260
2020-02-25 12:24:22,1627
2020-02-25 12:24:23,6860
2020-02-25 12:24:25,4206
2020-02-25 12:24:26,6684
2020-02-25 12:24:27,3616
2020-02-25 12:24:43,1406
2020-02-25 12:24:48,27309
2020-02-25 12:24:49,4782
2020-02-25 12:24:51,12846
2020-02-25 12:24:52,4387
2020-02-25 12:24:53,9397
2020-02-25 12:25:20,11501
2020-02-25 12:25:29,8179
2020-02-25 12:25:30,8465
2020-02-25 12:25:58,8934
2020-02-25 12:25:59,8571
2020-02-25 12:26:00,619
2020-02-25 12:26:07,12471
2020-02-25 12:26:09,9490
2020-02-25 12:26:14,5837
2020-02-25 12:26:15,6296
2020-02-25 12:26:16,1645
2020-02-25 12:26:17,91349
2020-02-25 12:26:24,1222
2020-02-25 12:26:26,8645
2020-02-25 12:26:27,18485
2020-02-25 12:26:28,9433
2020-02-25 12:27:10,2035
2020-02-25 12:27:13,5371
2020-02-25 12:27:14,1696
2020-02-25 12:27:25,4344
2020-02-25 12:27:57,2698
2020-02-25 12:27:58,1570
2020-02-25 12:28:01,344
2020-02-25 12:28:08,618
2020-02-25 12:28:09,18516
2020-02-25 12:28:11,2516
2020-02-25 12:28:17,68770
2020-02-25 12:28:21,39897
2020-02-25 12:28:26,7447
2020-02-25 12:28:31,4847
2020-02-25 12:29:09,7836
2020-02-25 12:29:10,10488
2020-02-25 12:29:45,868
